Season,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PA,AVG,IFH,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Spd,wRC+,wSB,UBR,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,XBR
2018,PHI,2474,5424,6136,1270,813,241,30,186,677,653,582,33,1520,64,32,32,102,69,26,0.234144542,6136,0.234144542,112,17,0.094850065,0.247718383,0.382894736,0.313995411,0.392514749,0.70651016,0.158370207,0.289066666,1.139136394,0.198716302,0.426700898,0.374582798,0.119945167,0.127484578,0.067388688,0.236111111,0.307361362,-40.40419979,676.4716675,4.390824493,90.53664518,-0.262930412,-0.89999979,4.099999912,0.40660449,0.35013864,0.24325687,0.22107386,0.4882783,0.29064784,-0.606170294
2022,KCR,2372,5437,6010,1327,904,247,38,138,640,613,460,7,1287,48,44,20,101,104,34,0.24406842,6010,0.24406842,123,17,0.076539101,0.214143094,0.357420357,0.306395057,0.379621114,0.686016171,0.135552694,0.293145956,1.07960199,0.195767195,0.417508417,0.386724386,0.089552238,0.085820895,0.070852534,0.309090909,0.301562073,-39.52130169,647.7008752,4.884207175,91.11268821,1.480481072,-3.999999709,4.700000063,0.40208877,0.35105625,0.24685497,0.154047,0.53857109,0.30738191,-0.667072814
2019,TBR,2459,5628,6285,1427,890,291,29,217,769,730,542,20,1493,73,34,8,114,94,37,0.25355366,6285,0.25355366,127,6,0.086237072,0.237549721,0.363027461,0.32531464,0.431236673,0.756551313,0.177683013,0.306174089,1.3101983,0.21492178,0.44524669,0.339831528,0.094900849,0.153682719,0.068648648,0.272727272,0.320610041,3.93913488,794.7029188,4.493635304,104.0360035,-0.540883753,4.30000025,4.599999905,0.39142926,0.36341872,0.24515202,0.16519033,0.43715585,0.39765382,-0.669530495
2017,TEX,2268,5430,6122,1326,813,255,21,237,799,756,544,18,1493,81,39,27,110,113,44,0.244198895,6122,0.244198895,109,24,0.088859849,0.24387455,0.364367046,0.320150968,0.429834254,0.749985222,0.185635359,0.291254346,1.184192439,0.193605683,0.43719868,0.369195635,0.111340206,0.162886597,0.063261752,0.393442622,0.32123256,1.09797055,747.1893713,4.634246502,89.93847647,0.389737649,3.400000796,2.500000104,0.43578211,0.33733133,0.22688656,0.1834083,0.4810095,0.33558221,-0.682197499
2016,NYY,2308,5458,6058,1377,929,245,20,183,680,647,475,19,1188,42,49,21,121,72,22,0.252290216,6058,0.252290216,107,14,0.078408715,0.196104324,0.399831649,0.31440903,0.40509344,0.71950247,0.152803224,0.288684719,1.323129251,0.205629216,0.452430797,0.341939986,0.10340136,0.124489795,0.055012853,0.333333333,0.310684661,-37.54322542,676.1163752,4.01603461,91.76198787,2.183964825,8.59999992,-0.199999958,0.41718498,0.34070491,0.24211011,0.17783921,0.5252246,0.29693619,-0.756414778
2020,NYY,878,1915,2210,473,285,87,7,94,315,301,251,5,480,30,11,1,51,27,7,0.246997389,2210,0.246997389,39,4,0.11357466,0.21719457,0.522916666,0.341640235,0.446997389,0.788637624,0.2,0.280325443,1.273279352,0.218510786,0.437717466,0.343771746,0.074898785,0.1902834,0.062003179,0.4,0.340572014,38.70706255,315.9788632,4.399280947,116.8517024,0.577047059,6.900000215,-1.499999963,0.42985487,0.31098825,0.25915688,0.16309606,0.49689012,0.34001382,-0.828137661
2017,LAD,2464,5408,6191,1347,794,312,20,221,770,730,649,41,1380,64,38,31,119,77,28,0.249075443,6191,0.249075443,104,11,0.104829591,0.222904215,0.470289855,0.334469881,0.436760355,0.771230236,0.187684912,0.292847854,1.160857908,0.200793257,0.42935052,0.369856222,0.080428954,0.148123324,0.060046189,0.174603174,0.329633316,42.15104595,796.6515135,4.067138836,104.4149221,-0.158329814,3.999999687,2.000000015,0.40102514,0.34293385,0.25604101,0.16280205,0.48254821,0.35464974,-0.928511605
2018,CHW,2348,5523,6071,1332,851,259,40,182,656,639,425,18,1594,66,32,24,99,98,41,0.241173275,6071,0.241173275,123,16,0.070004941,0.26255971,0.266624843,0.301521667,0.401412275,0.702933942,0.160239,0.30431331,1.306273062,0.205643111,0.449923741,0.344433146,0.100369003,0.134317343,0.069491525,0.31372549,0.303987309,-53.3478081,655.9340351,4.993280376,91.727704,-0.311830471,-7.200000107,0.300000064,0.404266,0.33826851,0.2574655,0.19046424,0.48858218,0.32095358,-1.043732624
2017,COL,2374,5534,6201,1510,987,293,38,192,824,793,519,46,1408,44,41,62,143,59,34,0.272858691,6201,0.272858691,118,16,0.083696178,0.227060151,0.368607954,0.33773216,0.44362125,0.78135341,0.170762559,0.331572327,1.395741556,0.210691823,0.459845186,0.329462989,0.077092511,0.140969162,0.062072593,0.168421052,0.33240272,53.74044954,809.4596224,4.384483611,87.53267693,-6.392758697,5.80000025,-5.800000086,0.36155119,0.36202412,0.27642469,0.19153464,0.49160558,0.31685978,-1.099406409
2024,TEX,2291,5472,6053,1302,891,220,15,176,683,652,490,20,1284,55,30,6,96,97,25,0.237938596,6053,0.237938596,131,8,0.080951594,0.212126218,0.381619937,0.305440714,0.380116959,0.685557673,0.142178363,0.278574962,1.08109756,0.18854018,0.421540656,0.389919163,0.112804878,0.107317073,0.073886068,0.444444444,0.300259593,-47.71542728,660.3528403,4.200926135,95.11830874,-1.900830016,-4.500000611,3.000000022,0.40364583,0.34398674,0.25236742,0.16169508,0.52083333,0.31747159,-1.110575725
2020,MIA,904,1935,2167,472,325,82,5,60,263,247,191,6,537,25,9,6,37,51,14,0.243927648,2167,0.243927648,53,2,0.088140286,0.247808029,0.355679702,0.318518518,0.384496124,0.703014642,0.140568476,0.305864884,1.483296213,0.202432045,0.476394849,0.321173104,0.093541202,0.133630289,0.079579579,0.133333333,0.30750888,-22.28438124,249.5925382,4.671198567,93.14770573,2.417314085,0.999999911,0.600000016,0.39773531,0.33970276,0.26256192,0.16348195,0.52441614,0.31210191,-1.167161185
2020,BOS,884,2083,2304,552,346,118,7,81,292,278,187,8,545,21,9,4,51,31,9,0.2650024,2304,0.2650024,59,2,0.081163194,0.236545138,0.343119266,0.330434782,0.445031204,0.775465986,0.180028804,0.321282401,1.274907749,0.20142487,0.44753886,0.351036269,0.075645756,0.149446494,0.085383502,0.285714285,0.332918821,25.38087421,314.4461361,4.286388868,105.134799,0.555441829,-0.900000006,-0.200000003,0.39329465,0.37008382,0.23662153,0.16118633,0.49580916,0.34300451,-1.233469689
2019,HOU,2309,5613,6394,1538,899,323,28,288,920,891,645,17,1166,66,57,10,146,67,27,0.274006769,6394,0.274006769,120,13,0.100875821,0.182358461,0.553173241,0.352452593,0.495456974,0.847909567,0.221450205,0.296489563,1.105642256,0.215388056,0.411988369,0.372623574,0.095438175,0.172869147,0.065146579,0.31707317,0.354671826,191.7504643,996.2283695,4.275759866,124.1767725,-1.82336334,-3.700000055,-3.999999985,0.42641844,0.34175532,0.23182624,0.16400709,0.43661348,0.39937943,-1.258612636
2022,PHI,2327,5496,6077,1392,903,255,29,205,747,719,478,15,1363,52,44,6,116,105,28,0.253275109,6077,0.253275109,136,19,0.078657232,0.2242883,0.350696991,0.316639209,0.422125181,0.73876439,0.168850072,0.298841893,1.167213114,0.203230472,0.429122468,0.367647058,0.112786885,0.134426229,0.076404494,0.542857142,0.321607367,57.51412183,752.397511,4.837783612,106.5941494,4.009751548,6.600000389,-0.699999861,0.38967248,0.34377241,0.2665551,0.1699737,0.52617738,0.30384891,-1.272630448
2024,CLE,2455,5310,5927,1263,815,245,18,185,708,670,466,30,1196,87,43,17,111,148,46,0.237853107,5927,0.237853107,111,21,0.078623249,0.201788425,0.389632107,0.307483914,0.395291902,0.702775816,0.157438795,0.271399798,1.042331288,0.193165293,0.411778962,0.395055744,0.107361963,0.113496932,0.065332548,0.4375,0.305794355,-20.52471878,672.8043118,5.007104767,100.2039031,0.409644499,-3.699999586,-3.799999818,0.4281265,0.34115956,0.23071394,0.1736943,0.5409679,0.28533781,-1.387613557
2017,CIN,2321,5484,6213,1390,884,249,38,219,753,715,565,41,1329,72,42,50,116,120,39,0.253464624,6213,0.253464624,109,17,0.090938355,0.213906325,0.425131677,0.328898263,0.432530999,0.761429262,0.179066375,0.294369029,1.166226912,0.208102242,0.426332288,0.365565469,0.093667546,0.144459102,0.061651583,0.171717171,0.324978441,16.72160647,773.9032257,4.993536257,94.79786081,3.752893675,-14.00000049,4.900000043,0.40249647,0.34856335,0.24894018,0.20160151,0.50471032,0.29368818,-1.397162746
2018,LAA,2467,5472,6108,1323,837,249,23,214,721,690,514,38,1300,73,39,7,111,89,22,0.241776315,6108,0.241776315,130,6,0.084151931,0.212835625,0.395384615,0.313217448,0.413011695,0.726229143,0.17123538,0.277458093,1.12,0.216125954,0.414122137,0.369751908,0.119354838,0.138064516,0.074884792,0.23076923,0.31327136,-4.36735939,709.237236,4.630491315,97.76593161,5.461331537,-2.40000008,-0.300000019,0.44926505,0.33404457,0.21669037,0.18468468,0.44120436,0.37411095,-1.437258689
2022,LAA,2327,5423,5977,1265,825,219,31,190,623,600,449,28,1539,54,25,25,95,77,27,0.23326572,5977,0.23326572,106,23,0.075121298,0.257487033,0.291747888,0.297092925,0.390189931,0.687282856,0.156924211,0.289056197,1.029373368,0.193514915,0.409079118,0.397405966,0.093342036,0.124020887,0.067216233,0.294871794,0.300120701,-45.17933639,638.2694076,4.497314671,92.91482187,-0.704657322,-3.899999954,3.800000057,0.39079583,0.36282736,0.24637681,0.15611492,0.55326723,0.29061785,-1.546935163
2016,BOS,2284,5670,6320,1598,1022,343,25,208,878,836,558,34,1160,43,40,8,137,83,24,0.281834215,6320,0.281834215,142,3,0.088291139,0.183544303,0.481034482,0.348439233,0.461199294,0.809638527,0.179365079,0.320128972,1.275031685,0.208379272,0.443660418,0.347960308,0.111533586,0.13181242,0.07057654,0.130434782,0.346498833,148.646725,893.171102,4.624463132,113.1168565,3.201001804,5.900000378,1.500000089,0.41377797,0.33786749,0.24835454,0.19284774,0.47323387,0.33391839,-1.610745281
2017,CHW,2289,5513,6059,1412,933,256,37,186,706,670,401,17,1397,76,33,35,124,71,31,0.256121893,6059,0.256121893,147,16,0.066182538,0.2305661,0.287043664,0.31363108,0.417195719,0.730826799,0.161073826,0.309361594,1.417213712,0.194262095,0.47240457,0.333333333,0.093362509,0.135667396,0.075656201,0.225352112,0.313034121,-41.00594225,697.407615,4.542987825,95.43070528,-2.442498525,2.399999708,-1.900000006,0.40057361,0.33556405,0.26386233,0.20052581,0.50191205,0.29756214,-1.649422226
2018,CLE,2413,5595,6300,1447,915,297,19,216,818,786,554,32,1189,80,44,25,98,135,36,0.258623771,6300,0.258623771,107,15,0.087936507,0.188730158,0.465937762,0.331739199,0.434316353,0.766055552,0.175692582,0.290741615,1.076830006,0.222599637,0.40307971,0.374320652,0.104658197,0.130671506,0.060112359,0.254237288,0.33030048,79.78547676,815.8216508,4.856261185,105.5429118,8.648453702,-1.499999419,6.5999998,0.40603352,0.35620112,0.23776536,0.16513966,0.45050279,0.38435754,-1.715339676
2023,MIA,2420,5497,6043,1423,976,258,23,166,666,633,430,23,1287,50,38,22,159,86,21,0.258868473,6043,0.258868473,138,16,0.07115671,0.212973688,0.334110334,0.316375727,0.404766236,0.721141963,0.145897763,0.307937285,1.373765867,0.202180611,0.461720786,0.336098601,0.082510578,0.11706629,0.070841889,0.31372549,0.312173347,-31.11270835,705.191671,4.236270036,92.17875208,-2.705080812,-0.100000001,-12.69999994,0.37166276,0.35690867,0.27142857,0.14847775,0.52224824,0.329274,-1.74952697
2023,LAA,2314,5489,6145,1346,841,248,26,231,739,708,518,27,1524,79,46,8,117,72,31,0.245217708,6145,0.245217708,104,9,0.084296175,0.248006509,0.339895013,0.316862361,0.426124977,0.742987338,0.180907269,0.294973544,1.044851547,0.188925081,0.414432473,0.396642445,0.093493367,0.145925457,0.062877871,0.321428571,0.319974692,10.22915563,758.9616413,4.242674986,101.0657215,-9.556348566,2.900000118,-1.300000034,0.41701916,0.33764618,0.24533466,0.14655387,0.5247574,0.32868873,-1.93637517
2021,ARI,2449,5489,6144,1297,814,308,31,144,679,644,537,24,1465,54,28,32,99,43,16,0.236290763,6144,0.236290763,110,17,0.087402343,0.23844401,0.366552901,0.309102815,0.382401165,0.69150398,0.146110402,0.295035823,1.17293233,0.208810353,0.427078148,0.364111498,0.105946684,0.098427887,0.064102564,0.257575757,0.300683616,-73.04244724,670.7243222,3.920526992,85.78852975,-2.835673065,6.700000294,2.700000159,0.40377081,0.34059745,0.25563173,0.16527914,0.51077375,0.32394711,-1.941960897
2021,TOR,2383,5476,6070,1455,895,285,13,262,846,816,496,14,1218,51,35,10,112,81,20,0.265704894,6070,0.265704894,128,7,0.081713344,0.200658978,0.407224958,0.330472103,0.466033601,0.796505704,0.200328707,0.295956338,1.04091456,0.207661761,0.404111188,0.388227049,0.102888086,0.157641395,0.073988439,0.318181818,0.340327813,129.3875092,864.1961502,4.238777903,112.4804981,2.926175724,0.59999992,-0.700000048,0.41017894,0.33604462,0.25377644,0.14850105,0.51591913,0.33557983,-1.946537071
2020,STL,827,1752,2011,410,279,73,7,51,240,231,205,3,477,33,16,4,38,18,10,0.234018264,2011,0.234018264,47,1,0.101939333,0.237195425,0.429769392,0.323030907,0.371004566,0.694035473,0.136986302,0.289516129,1.195175438,0.221011673,0.424124513,0.354863813,0.08991228,0.111842105,0.086238532,0.1,0.30636372,-22.70380461,229.6009877,3.80424038,93.49349028,-2.377594409,0.59999989,1.100000024,0.4046332,0.36061776,0.23474903,0.16911197,0.52046332,0.31042471,-2.010142756
2016,BAL,2257,5524,6089,1413,889,265,6,253,744,710,468,19,1324,44,36,17,119,19,13,0.255792903,6089,0.255792903,135,10,0.076859911,0.217441287,0.35347432,0.317028985,0.44333816,0.760367145,0.187545257,0.29123776,1.105751391,0.192362428,0.424098671,0.383538899,0.12183055,0.156462585,0.075503355,0.27027027,0.325629451,37.29569572,754.6072355,2.457768681,102.7999224,-4.627478527,6.000000514,1.099999927,0.41570656,0.33787914,0.2464143,0.20291559,0.47002116,0.32706325,-2.066776896
2020,LAD,921,2042,2316,523,302,97,6,118,349,327,228,7,471,30,12,3,46,29,8,0.256121449,2316,0.256121449,52,4,0.098445595,0.203367875,0.484076433,0.337802768,0.482859941,0.820662709,0.226738492,0.276450511,0.96226415,0.208623969,0.38807863,0.4032974,0.066037735,0.185534591,0.08496732,0.444444444,0.349585237,58.19011692,348.760927,4.518764621,120.2211875,0.567831514,-4.099999659,-1.599999942,0.41551072,0.34110971,0.24337957,0.12862547,0.45145019,0.41992434,-2.0796173
2018,COL,2368,5541,6178,1418,886,280,42,210,780,748,507,38,1397,51,37,42,114,95,33,0.255910485,6178,0.255910485,108,20,0.082065393,0.226124959,0.362920544,0.322033898,0.435300487,0.757334385,0.179390002,0.304205489,1.381368267,0.208706166,0.459008464,0.332285368,0.08588064,0.152838427,0.056902002,0.227272727,0.324922883,47.28515508,769.0679302,5.180911896,88.31154843,2.139997766,3.100000009,-1.999999933,0.36964243,0.36940564,0.26095193,0.18138764,0.47122898,0.34738338,-2.079692966
2020,CLE,869,1959,2247,446,286,96,5,59,248,234,239,4,517,24,16,7,40,25,10,0.227667177,2247,0.227667177,43,8,0.10636404,0.230084557,0.462282398,0.316800714,0.372128637,0.688929351,0.14446146,0.276626161,1.234951456,0.201249132,0.441360166,0.3573907,0.110679611,0.114563106,0.067610062,0.333333333,0.303277554,-31.7604586,250.1534491,3.643770125,90.21550508,-1.075992717,-1.300000079,1.20000007,0.41979522,0.32901024,0.25119454,0.16996587,0.52286689,0.30716724,-2.104785383
2020,BAL,906,2026,2242,523,337,102,7,77,274,264,164,5,514,27,10,15,32,19,14,0.258144126,2242,0.258144126,58,16,0.073148974,0.229259589,0.319066147,0.320610687,0.429417571,0.750028258,0.171273445,0.308650519,1.144194756,0.23513694,0.408149632,0.356713426,0.13483146,0.144194756,0.09492635,0.4,0.32303129,5.895923956,287.1825199,3.613432391,101.9419751,-3.944596335,-3.100000121,2.900000058,0.43331165,0.32335719,0.24333116,0.19583604,0.51724138,0.28692258,-2.130879734
2020,CHW,889,2047,2267,534,338,94,6,96,306,294,179,1,571,24,13,1,44,20,8,0.260869565,2267,0.260869565,64,0,0.078958976,0.251874724,0.313485113,0.325673884,0.45334636,0.779020244,0.192476795,0.314429289,1.35,0.209286675,0.454239569,0.336473755,0.11,0.192,0.094814814,0,0.334169076,27.47941509,311.9025699,3.960869994,111.1350021,-1.190904697,1.199999988,-0.499999911,0.36711409,0.36040268,0.27248322,0.16912752,0.49865772,0.33221477,-2.147960069
2016,CIN,2287,5487,6094,1403,929,277,33,164,716,678,452,37,1284,52,44,58,129,139,51,0.255695279,6094,0.255695279,101,23,0.074171316,0.210699048,0.352024922,0.315990057,0.407873154,0.723863211,0.152177875,0.303453343,1.3321403,0.222805343,0.443940839,0.333253816,0.074445239,0.117394416,0.054271896,0.203539823,0.311173652,-40.14313289,677.7574294,5.235276028,88.74660544,3.77130646,-4.500000089,-3.600000091,0.38629501,0.35772358,0.25598142,0.17886179,0.52659698,0.29454123,-2.181494669
2016,MIL,2342,5330,6061,1299,837,249,19,194,671,641,599,34,1543,37,39,53,132,181,56,0.243714821,6061,0.243714821,106,25,0.098828576,0.254578452,0.388204795,0.322231473,0.406754221,0.728985694,0.1630394,0.304240088,1.420418006,0.203439153,0.467460317,0.329100529,0.08118971,0.155948553,0.059988681,0.25510204,0.315202975,-19.0806906,694.9323235,4.758954893,91.92451781,10.02616394,-2.999999911,-1.79999996,0.36719959,0.36307375,0.26972666,0.18849923,0.48788035,0.32362042,-2.224339256
2022,MIA,2384,5395,5949,1241,829,248,20,144,586,554,436,6,1429,70,36,4,120,122,29,0.230027803,5949,0.230027803,109,8,0.073289628,0.240208438,0.305108467,0.294256358,0.363484708,0.657741066,0.133456905,0.284344219,1.247167138,0.204163531,0.441685477,0.35415099,0.084985835,0.101983002,0.061896649,0.421052631,0.290427994,-91.39647971,588.8505636,4.603349819,83.17573648,7.380949982,-6.800000079,-3.199999869,0.39640539,0.33999001,0.26360459,0.16999501,0.54068897,0.28931603,-2.387216498
2019,LAA,2425,5542,6251,1368,859,268,21,220,769,734,586,29,1276,67,42,4,143,65,20,0.246842295,6251,0.246842295,104,6,0.093745,0.204127339,0.459247648,0.32403399,0.421869361,0.745903351,0.175027066,0.280821917,1.207077326,0.215832363,0.428870779,0.355296856,0.110747051,0.144167758,0.056460369,0.352941176,0.316454159,-17.22159319,769.2643914,4.017431458,95.67185766,1.063275616,-1.999999799,-5.199999906,0.43923933,0.33186456,0.2288961,0.16512059,0.45060297,0.38427644,-2.509574536
2018,OAK,2403,5579,6255,1407,838,322,20,227,813,778,550,18,1381,76,44,6,136,35,21,0.252195734,6255,0.252195734,117,0,0.087929656,0.220783373,0.398262128,0.325332053,0.4391468,0.764478853,0.186951066,0.293897882,1.0194057,0.213509683,0.39702409,0.389466225,0.098847786,0.137659187,0.069601427,0,0.329448765,75.31992988,806.0987026,3.528715151,111.9187953,-5.079014802,1.79999987,-2.499999873,0.40301318,0.34887006,0.24811676,0.15489642,0.44679849,0.39830508,-2.868923943
2016,TEX,2324,5525,6089,1446,951,257,23,215,765,746,436,23,1220,70,40,18,114,99,36,0.261719457,6089,0.261719457,129,21,0.071604532,0.200361307,0.357377049,0.321528578,0.433303167,0.754831745,0.17158371,0.298062953,1.28013245,0.201160092,0.448491879,0.350348027,0.105960264,0.142384105,0.066735644,0.403846153,0.324001442,29.14316996,746.4547098,4.44259113,94.68234405,1.832015353,-3.100000873,3.300000139,0.41471802,0.34548372,0.23979826,0.19027969,0.4956442,0.31407611,-3.066930108
2020,DET,882,1893,2076,463,311,78,12,62,249,242,147,1,567,19,14,1,42,19,6,0.244585314,2076,0.244585314,32,2,0.070809248,0.273121387,0.259259259,0.303424987,0.396724775,0.700149762,0.152139461,0.313771517,1.266375545,0.223635003,0.43380703,0.342557965,0.098253275,0.135371179,0.055172413,0.5,0.303237039,-28.8820106,231.5778347,4.576724073,91.80307593,-0.318542426,-0.70000001,-1.300000042,0.39970172,0.34899329,0.251305,0.17747949,0.52572707,0.29679344,-3.075227941
2020,CIN,889,1842,2123,390,221,76,3,90,243,237,239,4,534,33,7,0,44,29,9,0.211726384,2123,0.211726384,25,1,0.112576542,0.251530852,0.447565543,0.312116925,0.402823018,0.714939943,0.191096634,0.244897959,1.064386317,0.216793893,0.403816793,0.379389312,0.054325955,0.181086519,0.047258979,0.2,0.311850848,-14.1357833,252.2207926,3.831260772,86.65533918,0.336367784,-3.900000088,-2.399999991,0.42737643,0.3513308,0.22129278,0.15209125,0.50798479,0.33992395,-3.078139951
2017,LAA,2392,5415,6073,1314,863,251,14,186,710,678,523,30,1198,70,46,17,141,136,44,0.242659279,6073,0.242659279,109,16,0.086118886,0.197266589,0.436560934,0.314998348,0.397229916,0.712228264,0.154570637,0.276674025,1.322537112,0.186672967,0.463137996,0.350189035,0.098515519,0.125506072,0.055612244,0.333333333,0.306782404,-71.24424966,668.875495,4.461703264,91.6724052,4.974539083,1.200000234,-4.799999818,0.42476636,0.34228972,0.23294393,0.19602804,0.49976636,0.30420561,-3.084105584
2022,SDP,2323,5468,6175,1317,871,275,18,153,705,682,574,24,1327,65,46,17,95,49,22,0.240855888,6175,0.240855888,118,17,0.092955465,0.214898785,0.432554634,0.31789371,0.381675201,0.699568911,0.140819313,0.288547347,1.130185067,0.197210197,0.425925925,0.376863876,0.102744097,0.0976388,0.066629023,0.369565217,0.308076944,-7.686403057,698.4029384,3.693716214,101.6823924,-5.088627555,1.899999991,7.099999838,0.40532826,0.344196,0.25047574,0.18173168,0.52259753,0.29567079,-3.110516164
2021,BAL,2376,5420,5983,1296,820,266,15,195,659,632,451,12,1454,65,31,14,105,54,23,0.239114391,5983,0.239114391,109,9,0.075380244,0.243021895,0.310178817,0.303670186,0.401660516,0.705330702,0.162546125,0.289584429,1.093315684,0.20367573,0.415911379,0.38041289,0.123759099,0.129053606,0.065980629,0.23076923,0.305034983,-46.56100182,677.7157855,3.730716552,90.58072344,-3.375851761,-2.59999992,-0.200000077,0.40189479,0.33457991,0.26352531,0.18499127,0.51059586,0.30441286,-3.276232383
2023,MIN,2427,5489,6219,1336,815,264,24,233,778,745,594,13,1654,92,32,12,119,86,18,0.243395882,6219,0.243395882,92,13,0.095513748,0.265959157,0.359129383,0.325761237,0.427582437,0.753343674,0.184186555,0.303522289,1.015221707,0.207444039,0.399271212,0.393284747,0.097948378,0.154202514,0.059973924,0.351351351,0.32666121,42.73939101,800.488346,4.668617622,107.8399735,-1.862628482,0.700000048,0.200000256,0.41763341,0.34158288,0.24078371,0.15828822,0.50141789,0.34029389,-3.353871288
2020,WSN,870,1968,2218,519,329,112,12,66,293,279,192,16,451,32,21,5,42,33,12,0.263719512,2218,0.263719512,44,8,0.086564472,0.203336339,0.42572062,0.335743334,0.433434959,0.769178293,0.169715447,0.307744565,1.317365269,0.237688772,0.433355219,0.328956007,0.075848303,0.131736526,0.066666666,0.4,0.329830974,20.01285149,298.288351,4.984558291,104.4746807,-0.319816912,-3.200000152,-0.099999979,0.36941024,0.3661698,0.26441996,0.18081659,0.50032404,0.31885936,-3.399863078
2020,SFG,974,2019,2259,532,330,107,14,81,299,290,195,8,499,27,13,4,51,19,8,0.26349678,2259,0.26349678,35,3,0.086321381,0.2208942,0.390781563,0.334516415,0.450718177,0.785234592,0.187221397,0.31060606,1.08041958,0.220694171,0.404715127,0.3745907,0.075174825,0.141608391,0.056634304,0.3,0.336677824,32.39642566,315.8158816,4.383059897,111.8845328,-1.403601259,-1.099999979,-0.700000003,0.42940794,0.34027326,0.2303188,0.16265452,0.48861418,0.34873129,-3.413694099
2023,STL,2298,5510,6204,1376,891,264,12,209,719,697,570,17,1326,70,37,13,122,101,29,0.249727767,6204,0.249727767,104,11,0.091876208,0.213733075,0.429864253,0.325844512,0.415789473,0.741633985,0.166061706,0.290877367,1.159717767,0.198714897,0.430271299,0.371013802,0.109044259,0.134060295,0.057522123,0.34375,0.32220911,19.72396462,775.6452569,4.037087121,103.0568647,-3.705820127,-2.499999978,-0.199999973,0.40245631,0.34199339,0.25555031,0.16131318,0.49244214,0.34624469,-3.454002446
2019,MIN,2320,5732,6392,1547,899,318,23,307,939,906,525,21,1334,81,41,10,101,28,21,0.269888346,6392,0.269888346,102,9,0.082133917,0.208698372,0.393553223,0.337513716,0.494068387,0.831582103,0.224180041,0.300096805,0.982163406,0.221116888,0.385937146,0.392945964,0.105868814,0.176639815,0.059753954,0.346153846,0.346877321,148.8400181,953.066288,3.45154878,116.3982743,-6.774185706,-6.499999344,4.900000013,0.43560351,0.32771409,0.2366824,0.15688919,0.42953473,0.41357608,-3.473915285
2019,COL,2452,5660,6288,1502,914,323,41,224,835,803,489,25,1503,43,43,51,111,71,31,0.265371024,6288,0.265371024,102,14,0.077767175,0.239026717,0.325349301,0.326222935,0.45565371,0.781876645,0.190282686,0.321428571,1.215268225,0.225162376,0.425066153,0.349771469,0.090096286,0.154057771,0.057724957,0.14893617,0.327886028,37.67759069,828.8188275,4.669968399,87.22108401,-2.389749485,4.200000055,-0.199999958,0.3810868,0.35050576,0.26840743,0.16819572,0.4690661,0.36273818,-3.503960095
2021,OAK,2353,5395,6104,1284,795,271,19,199,743,698,545,17,1349,98,49,17,99,88,20,0.237998146,6104,0.237998146,105,6,0.089285714,0.221002621,0.404002965,0.31657631,0.405931417,0.722507727,0.167933271,0.278490759,1.047199496,0.202305051,0.408043158,0.38965179,0.105097545,0.125235997,0.063100961,0.176470588,0.313080676,-6.958084423,731.9664534,4.531477938,102.49561,4.350133394,2.700000122,4.700000055,0.41050584,0.35870623,0.23078794,0.16707198,0.51896887,0.31395914,-3.510450412
2024,CHW,2360,5383,5869,1187,819,226,9,133,507,485,395,8,1403,43,27,18,116,90,33,0.220509009,5869,0.220509009,88,10,0.067302777,0.239052649,0.281539558,0.277872777,0.33995913,0.617831907,0.119450121,0.272070211,1.095703125,0.192626034,0.422121896,0.385252069,0.109375,0.086588541,0.052287581,0.263157894,0.272293698,-179.3400163,507.2042861,3.741502965,74.77121007,-5.222846769,0.600000031,-4.600000039,0.38111801,0.35826087,0.26062112,0.16886019,0.5505339,0.28060591,-3.594561696
2024,SEA,2383,5330,6067,1195,769,228,13,185,676,642,571,14,1625,116,34,14,106,140,28,0.224202626,6067,0.224202626,112,22,0.094115707,0.267842426,0.351384615,0.311022971,0.37598499,0.687007961,0.151782364,0.284186831,0.959290873,0.194384449,0.394438444,0.411177105,0.101772816,0.121470781,0.076659822,0.448979591,0.303343415,-33.14246684,676.5634937,4.647344279,103.5837808,5.278947905,-5.700000159,1.000000067,0.42739142,0.35225153,0.22035705,0.15614175,0.5249134,0.31894484,-3.618784378
2023,SFG,2441,5412,6095,1271,828,256,13,174,674,651,544,19,1492,81,39,17,116,57,16,0.234848484,6095,0.234848484,85,24,0.089253486,0.244790812,0.36461126,0.312047399,0.383407243,0.695454642,0.148558759,0.289828269,1.088058705,0.201326869,0.416177596,0.382495534,0.104069379,0.116077384,0.052115266,0.421052631,0.304178075,-71.55426867,671.086008,3.638178346,91.4885151,-6.402395806,4.700000085,2.300000086,0.42354125,0.33199195,0.2444668,0.15847821,0.52632905,0.31519274,-3.631308025
